pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Total of valid votes,No. of rejected votes,NOTA,Total,No. of Tendered votes
8,Jajpur,50,Binjharpur,182.0,,,,,,,,54.0,371.0,355.0,1.0,0.0,0.0,1.0,782.0,0.0,1.0,783.0,0.0
8,Jajpur,50,Binjharpur,183.0,,,,,,,,78.0,391.0,299.0,1.0,0.0,0.0,0.0,769.0,0.0,2.0,771.0,0.0
8,Jajpur,50,Binjharpur,184.0,,,,,,,,53.0,445.0,372.0,0.0,0.0,0.0,2.0,872.0,0.0,2.0,874.0,0.0
8,Jajpur,50,Binjharpur,185.0,,,,,,,,30.0,282.0,317.0,1.0,0.0,0.0,0.0,630.0,0.0,3.0,633.0,0.0
8,Jajpur,50,Binjharpur,186.0,,,,,,,,59.0,404.0,314.0,5.0,1.0,2.0,1.0,786.0,0.0,2.0,788.0,0.0
8,Jajpur,50,Binjharpur,187.0,,,,,,,,38.0,430.0,363.0,3.0,1.0,0.0,1.0,836.0,0.0,3.0,839.0,0.0
8,Jajpur,50,Binjharpur,188.0,,,,,,,,23.0,281.0,184.0,1.0,1.0,0.0,0.0,490.0,0.0,0.0,490.0,0.0
8,Jajpur,50,Binjharpur,189.0,,,,,,,,22.0,262.0,232.0,1.0,0.0,2.0,2.0,521.0,0.0,2.0,523.0,0.0
8,Jajpur,50,Binjharpur,190.0,,,,,,,,22.0,318.0,343.0,2.0,1.0,0.0,0.0,686.0,0.0,3.0,689.0,0.0
8,Jajpur,50,Binjharpur,191.0,,,,,,,,5.0,114.0,152.0,2.0,0.0,0.0,1.0,274.0,0.0,0.0,274.0,0.0
8,Jajpur,50,Binjharpur,192.0,,,,,,,,89.0,104.0,320.0,1.0,2.0,2.0,3.0,521.0,0.0,1.0,522.0,0.0
8,Jajpur,50,Binjharpur,193.0,,,,,,,,9.0,269.0,214.0,2.0,0.0,0.0,1.0,495.0,0.0,3.0,498.0,0.0
8,Jajpur,50,Binjharpur,194.0,,,,,,,,19.0,378.0,270.0,0.0,1.0,2.0,1.0,671.0,0.0,2.0,673.0,0.0
8,Jajpur,50,Binjharpur,195.0,,,,,,,,31.0,117.0,115.0,2.0,0.0,1.0,0.0,266.0,0.0,2.0,268.0,0.0
8,Jajpur,50,Binjharpur,196.0,,,,,,,,34.0,437.0,413.0,5.0,1.0,1.0,0.0,891.0,0.0,3.0,894.0,0.0
8,Jajpur,50,Binjharpur,197.0,,,,,,,,50.0,303.0,419.0,1.0,0.0,0.0,0.0,773.0,0.0,7.0,780.0,0.0
8,Jajpur,50,Binjharpur,198.0,,,,,,,,63.0,421.0,414.0,1.0,0.0,3.0,1.0,903.0,0.0,8.0,911.0,3.0
8,Jajpur,50,Binjharpur,199.0,,,,,,,,34.0,316.0,363.0,1.0,2.0,1.0,3.0,720.0,0.0,7.0,727.0,1.0
8,Jajpur,50,Binjharpur,200.0,,,,,,,,26.0,312.0,273.0,2.0,0.0,2.0,1.0,616.0,0.0,4.0,620.0,0.0
8,Jajpur,50,Binjharpur,201.0,,,,,,,,64.0,337.0,306.0,10.0,1.0,1.0,0.0,719.0,0.0,0.0,719.0,0.0
8,Jajpur,50,Binjharpur,202.0,,,,,,,,43.0,370.0,474.0,8.0,6.0,8.0,8.0,917.0,0.0,3.0,920.0,0.0
8,Jajpur,50,Binjharpur,203.0,,,,,,,,64.0,455.0,432.0,0.0,1.0,0.0,1.0,953.0,0.0,8.0,961.0,0.0
8,Jajpur,50,Binjharpur,204.0,,,,,,,,46.0,338.0,402.0,2.0,0.0,0.0,0.0,788.0,0.0,3.0,791.0,0.0
8,Jajpur,50,Binjharpur,205.0,,,,,,,,55.0,112.0,506.0,0.0,0.0,0.0,0.0,673.0,0.0,0.0,673.0,0.0
8,Jajpur,50,Binjharpur,206.0,,,,,,,,59.0,312.0,554.0,1.0,1.0,0.0,1.0,928.0,0.0,0.0,928.0,0.0
