pc_id,pc_name,ac_id,ac_name,candidate name,candidate number
20,Berhampur,133,Paralakhemundi,Ashok Kumar Sahoo,1
20,Berhampur,133,Paralakhemundi,Bikram Kumar Panda,2
20,Berhampur,133,Paralakhemundi,FORM 20[See Rule 56(7)]FINAL RESULT SHEET( to be used for recording the result of voting at polling station other than notified polling stations )( Election to the ........................... from the ................................ Constituency)PART-I( To be used both for Parliamentary and Assembly Elections)Name of the Assembly Segment ( In the case of election from a Parliamentary Constituency .................................Total No. of Electors ................................in Assembly Constituency/ Segment.......................,3
20,Berhampur,133,Paralakhemundi,Gobinda Chandra Sahu,4
20,Berhampur,133,Paralakhemundi,Jeebano Patro,5
20,Berhampur,133,Paralakhemundi,Kanhu Charan Pati,6
20,Berhampur,133,Paralakhemundi,Lingaraj Chaudhury,7
20,Berhampur,133,Paralakhemundi,No. of Tendered votes,8
20,Berhampur,133,Paralakhemundi,Reject votes (Test Vote),9
20,Berhampur,133,Paralakhemundi,Siba sankar Mishra,10
20,Berhampur,133,Paralakhemundi,Siva Shankar Dash,11
20,Berhampur,133,Paralakhemundi,Sl. No. Polling Station No.,12
20,Berhampur,133,Paralakhemundi,Sumit Patro,13
